license,address,name,Localitat,Municipi,Estat,Inici activitat
ETV/5058,"Camí PALMER - POLIGONO 43 - PARCELA 300, S/N. 07620 LLUCMAJOR, Mallorca",CASA GALLO,Llucmajor,LLUCMAJOR,Alta,01/04/2015
ETV/506,"PARCEL·LA 673 POLIGON 1, 07460 POLLENÇA (Mallorca), Illes Balears",CASA TRES,Pollença,POLLENÇA,Alta,11/07/2007
ETV/5061,"Carrer 6ª VUELTA (CAN GAYA), 410. 07670 Portocolom, FELANITX, Mallorca",VILLA DOLCE VITA,Portocolom,FELANITX,Alta,01/04/2015
ETV/5062,"Carrer VERDEROL, 17-19. 07157 ANDRATX, Mallorca",CASA VIVA,Port DAndratx,ANDRATX,Alta,01/04/2015
ETV/5063,"Polígon 12 PARCELA 166. 07310 CAMPANET, Mallorca",CAN CAUPA,Campanet,CAMPANET,Alta,31/03/2015
ETV/5065,"Polígon 27 PARCEL·LA 738. 07500 MANACOR, Mallorca",SES COLOMERES,Manacor,MANACOR,Alta,01/04/2015
ETV/5066,"Carretera POLLENÇA AL PORT KM. 55.600, S/N. 07460 POLLENÇA, Mallorca",CAN SUAU GRAN,Pollença,POLLENÇA,Alta,01/04/2015
ETV/5067,"Carrer ALFABAGUERA  32 (CANT. C/FIGUERA 16), ANTES Nº 49, 32. 07470 Port De Pollença, POLLENÇA, Mallorca",MODERN LLENAIRE,Port De Pollença,POLLENÇA,Alta,07/04/2015
ETV/5068,"Finca PARCELA 8, SHORT DES COLL, 8. 07190 ESPORLES, Mallorca",FINCA SON DURI,Esporles,ESPORLES,Alta,07/04/2015
ETV/5069,"Camí DE SA SORDA CARRETERA MILITAT, S/N. 07630 CAMPOS, Mallorca",CAN JUAN,Campos,CAMPOS,Alta,08/04/2015
ETV/507,"LALMADRAVA, POLÍGON 3, PARCEL·LA 300, 07460 POLLENÇA (Mallorca), Illes Balears",VILLA RICO,Pollença,POLLENÇA,Alta,12/07/2007
ETV/5070,"Carrer URBANIZACIÓN GOLF CAN PORQUER SOLAR 9, S/N. 07460 POLLENÇA, Mallorca",CAN PORQUER,Pollença,POLLENÇA,Alta,08/04/2015
ETV/5071,"Polígon 7, PARCEL.LA 588. 07500 MANACOR, Mallorca",SON GARBETA,Manacor,MANACOR,Alta,31/03/2015
ETV/5072,"Carrer SANT JOAN, 6. 07143 Biniali, SENCELLES, Mallorca",CA SA PADRINA,Biniali,SENCELLES,Alta,09/04/2015
ETV/5073,"Camí SON BINISSALOM, 71 pis BJ. 07199 Sant Jordi, PALMA, Mallorca",VICTOR,Sant Jordi,PALMA,Alta,07/04/2015
ETV/5074,"Carrer VELL MARÍ, 6. 07687 LIllot-Cala Morlanda, MANACOR, Mallorca",VELL MARI 6,LIllot-Cala Morlanda,MANACOR,Alta,07/04/2015
ETV/5075,"Polígon 3 Parcel·la 344. -, -",SOL SESTREMERA,Bunyola,BUNYOLA,Alta,09/04/2015
ETV/5076,"Polígon PLÍGONO 10, PARCELA 163. 07550 SON SERVERA, Mallorca",MONTVERD,Son Servera,SON SERVERA,Alta,09/04/2015
ETV/5077,"Carrer SANT ANTONI, 2. 07400 ALCÚDIA, Mallorca",VILLA MANRESA,Alcúdia,ALCÚDIA,Alta,09/04/2015
ETV/5078,"Carrer MAR, 28. 07650 SANTANYÍ, Mallorca",CASA MAR,Santanyí,SANTANYÍ,Alta,26/03/2015
ETV/5079,"Carrer DE SA LLUNA, 4. 07650 SANTANYÍ, Mallorca",CASA LUNA,Santanyí,SANTANYÍ,Alta,26/03/2015
ETV/508,"POLIGON 4,  PARCEL·LA 525, 07460 POLLENÇA (Mallorca), Illes Balears",CAN VICH,Pollença,POLLENÇA,Alta,12/07/2007
ETV/5080,"Carrer PINAR DE SANTA EULALIA, 5 lletra A. 07458 Can Picafort, SANTA MARGALIDA, Mallorca",CASA ADRIÀ,Can Picafort,SANTA MARGALIDA,Alta,09/04/2015
ETV/5081,"Carrer DE PUERTO RICO, 19. 07108 Port (El), SÓLLER, Mallorca",SON SOLET,Port (El),SÓLLER,Alta,08/04/2015
ETV/5082,"Polígon 9  PARCELA 43 PORCION 284. 07460 POLLENÇA, Mallorca",DALT DE CAN SUAU,Pollença,POLLENÇA,Alta,08/04/2015
ETV/5083,"Polígon 4 PARCELA 495. 07340 ALARÓ, Mallorca",SERISAL,Alaró,ALARÓ,Alta,08/04/2015
ETV/5084,"Carrer DE LA FUENTE, 25. 07109 FORNALUTX, Mallorca",LA FONT,Fornalutx,FORNALUTX,Alta,08/04/2015
ETV/5085,"Carretera PORRERES-VILLAFRANCA, KM. 2,1 (SA TORRE). POL. 5, PARC. 212,541,289,464,465, S/N. 07260 PORRERES, Mallorca",FINCA SA TORRE,Porreres,PORRERES,Alta,09/04/2015
ETV/5086,"Polígon 289, 1 PARCEL-LA 289. 07142 SANTA EUGÈNIA, Mallorca",CA SES ROSES,Santa Eugènia,SANTA EUGÈNIA,Alta,13/04/2015
ETV/5087,"Polígon 96, 3 PARCELA. 07144 COSTITX, Mallorca",CAN SEC,Costitx,COSTITX,Alta,13/04/2015
ETV/5089,"Camí DE CAN GALLINA, POL.3, PARCELA 306, S/N. 07400 ALCÚDIA, Mallorca",VILLA GALLINA,Alcúdia,ALCÚDIA,Alta,13/04/2015
ETV/509,"POLIGON 16 PARCEL·LA 69, 07580 CAPDEPERA (Mallorca), Illes Balears",ES GARROVERS,Capdepera,CAPDEPERA,Alta,12/07/2007
ETV/5090,"BALANGUERA, 1. -, -",CASA BALANGUERA,Esporles,ESPORLES,Alta,13/04/2015
ETV/5091,"Carrer DEL NORD, 14. 07670 Portocolom, FELANITX, Mallorca",SEA LIGHTHOUSE CARMEN (ANTES CASA TRADICIONAL PORTOCOLOM),Portocolom,FELANITX,Alta,13/04/2015
ETV/5092,"Carrer SANT JORDI, 57. 07460 POLLENÇA, Mallorca",CA NA CATI,Pollença,POLLENÇA,Alta,08/04/2015
ETV/5093,"Carrer DOFI, 16. 07670 Portocolom, FELANITX, Mallorca",VILLA DOFI 16,Portocolom,FELANITX,Alta,14/04/2015
ETV/5094,"Carretera DEIA, SN. 07170 VALLDEMOSSA, Mallorca",CAN TOFOL,Valldemossa,VALLDEMOSSA,Alta,13/04/2015
ETV/5095,"Carrer JOAN MIRO, 114 pis 6 porta 2. 07015 PALMA, Mallorca",THE SERRA,Palma,PALMA,Alta,08/04/2015
ETV/5096,"Carrer DE SA RAVAL, 116. 07519 MARIA DE LA SALUT, Mallorca",CA SA PADRINA BURBALLA,Maria De La Salut,MARIA DE LA SALUT,Alta,08/04/2015
ETV/5097,"Polígon  23 PARCELA 38. 07570 ARTÀ, Mallorca",BELLPUIG,Artà,ARTÀ,Alta,14/04/2015
ETV/5098,"Camí SON PIERAS, 3. 07184 CALVIÀ, Mallorca",EL MADROÑO,Calvià,CALVIÀ,Alta,14/04/2015
ETV/5099,"Carrer PUIG DE LA MAR, 21. 07181 CALVIÀ, Mallorca",CASTELL-A-MAR,Cala Vinyes,CALVIÀ,Alta,13/04/2015
ETV/51,"POLÍGON 61, PARCEL·LA 410, 07200 FELANITX (Mallorca), Illes Balears",ES GALLINER,Felanitx,FELANITX,Alta,12/03/2007
ETV/510,"POLIGON 9, PARCEL·LA 116 POLLENÇA (Mallorca), Illes Balears",MONTENEGRO,Port De Pollença,POLLENÇA,Alta,12/07/2007
ETV/5100,"Carrer DE LA TAFONA - URB. PARAÍSO DE BONAIRE, 199. 07400 ALCÚDIA, Mallorca",SYNERA,Alcúdia,ALCÚDIA,Alta,14/04/2015
ETV/5101,"Polígon 9 PARCELA 171. 07450 SANTA MARGALIDA, Mallorca",SA ROTA,Santa Margalida,SANTA MARGALIDA,Alta,16/04/2015
ETV/5102,"Carretera MA 3.500 - KM. 4,2, S/N. 07430 LLUBÍ, Mallorca",SESTABLE,Llubí,LLUBÍ,Alta,14/04/2015
ETV/5103,"Polígon 21 PARCELA 168 (SESPINAGAR). 07500 MANACOR, Mallorca",FINCA MIRA EL MAR,Manacor,MANACOR,Alta,14/04/2015
ETV/5104,"Carretera PETRA SAN JUAN KM 9.500, S/N. 07520 PETRA, Mallorca",SON MEL,Petra,PETRA,Alta,16/04/2015
ETV/5105,"Polígon 12 Parcel·la 286/306/307. 07458 MURO, Mallorca",CAN PORXET,Muro,MURO,Alta,14/04/2015
ETV/5106,"Carretera DE CAN BUSSO A SES SALINES KM 38 POLIG 19 PARCELA, 375. 07630 CAMPOS, Mallorca",CAN VENT,Campos,CAMPOS,Alta,13/04/2015
ETV/5107,"Carrer DELS ESTRANYS, 23. 07400 Mal Pas - Bonaire, ALCÚDIA, Mallorca",TACÀRITX,Mal Pas - Bonaire,ALCÚDIA,Alta,16/04/2015
ETV/5108,"Camí DE NA PONTONS-CARRER DE LA CALA 35A, S/N. 07310 CAMPANET, Mallorca",SA SIGOÑA,Campanet,CAMPANET,Alta,16/04/2015
ETV/5109,"Avinguda  S/N. 07518 LLORET DE VISTALEGRE, Mallorca",CA NA RAFELA,Lloret De Vistalegre,LLORET DE VISTALEGRE,Alta,30/03/2015
ETV/511,"POLÍGON 6, PARCEL·LA 358, S/N. 07400 ALCÚDIA, Mallorca",CASES NOVES,Alcúdia,ALCÚDIA,Alta,12/07/2007
ETV/5110,"Carrer ES SIVINAR, 22 pis BJ. 07690 SANTANYÍ, Mallorca",SÀGUILA,Santanyí,SANTANYÍ,Alta,30/03/2015
ETV/5111,"Carrer MESTRAL, 32. 07108 Port (El), SÓLLER, Mallorca",ES QUARTERÓ,Port (El),SÓLLER,Alta,30/03/2015
ETV/5112,"Carrer RAFAEL, 10. 07639 Cala Pi, LLUCMAJOR, Mallorca",MARTINA MARIA SCHINGALE,Cala Pi,LLUCMAJOR,Alta,25/03/2015
ETV/5113,"Polígon 7 PARCEL·LA 355. 07530 Sant Llorenç Del Cardassar, SANT LLORENÇ DES CARDASSAR, Mallorca",ES PLA,Sant Llorenç Del Cardassar,SANT LLORENÇ DES CARDASSAR,Alta,08/04/2015
ETV/5114,"Carrer ACAPULCO, 24. 07610 Platja De Palma, PALMA, Mallorca",SOMETIMES,Platja De Palma,PALMA,Alta,30/03/2015
ETV/5115,"Polígon 1, PARC 138. 07191 BANYALBUFAR, Mallorca",CA NA GROGA,Banyalbufar,BANYALBUFAR,Alta,30/03/2015
ETV/5116,"Carrer MIREIA, 6. 07183 Costa De La Calma, CALVIÀ, Mallorca",VILLA KAKTUS,Costa De La Calma,CALVIÀ,Alta,16/04/2015
ETV/5117,"Carrer DALIES, 33. 07560 Coma (La), SANT LLORENÇ DES CARDASSAR, Mallorca",VILLA CRISTINA,Coma (La),SANT LLORENÇ DES CARDASSAR,Alta,30/03/2015
ETV/5118,"PORT, 26. -, -",CASA MICHI,Portocristo,MANACOR,Alta,30/03/2015
ETV/5119,"Carrer DOCTOR FLEMMING CANTONADA PERU, S/N. 07459 Son Serra De Marina, SANTA MARGALIDA, Mallorca",VILLA CAS SERRI,Son Serra De Marina,SANTA MARGALIDA,Alta,30/03/2015
ETV/512,"POLIGON 8 PARCEL·LA 31, 07420, Pobla (La) (SA POBLA) (Mallorca), Illes Balears",CAN GOETE,Pobla (La),SA POBLA,Alta,12/07/2007
ETV/5120,"Carrer GESSAMINS, 47. 07579 Colònia De Sant Pere, ARTÀ, Mallorca",VILLA TONI,Colònia De Sant Pere,ARTÀ,Alta,17/04/2015
ETV/5121,"Carretera PORT DALCUDIA - ARTA, KM 21, S/N. 07458 Can Picafort, SANTA MARGALIDA, Mallorca",OASIS CAN PICAFORT,Can Picafort,SANTA MARGALIDA,Alta,30/03/2015
ETV/5122,"Via DE LABRE (VIV 2), 5. 07589 Canyamel, CAPDEPERA, Mallorca",JUAN ESTRADES MORELL,Canyamel,CAPDEPERA,Alta,10/04/2015
ETV/5123,"Carrer CHURRUCA, 76. 07609 Badia Gran, LLUCMAJOR, Mallorca",VILLA VISTAMAR,Badia Gran,LLUCMAJOR,Alta,17/04/2015
ETV/5124,"Carrer ESTRELLA DEL MAR, 14 lletra A. 07410 ALCÚDIA, Mallorca",LA ESTRELLA AZUL,Port DAlcúdia,ALCÚDIA,Alta,01/04/2015
ETV/5125,"Carrer GRAN VIA, 4. 07100 SÓLLER, Mallorca",CA SA TIA,Sóller,SÓLLER,Alta,15/04/2015
ETV/5126,"Carrer LLAMPUDOL, 7. 07560 Coma (La), SANT LLORENÇ DES CARDASSAR, Mallorca",SA COMA,Coma (La),SANT LLORENÇ DES CARDASSAR,Alta,10/04/2015
ETV/5127,"Polígon 14, PARC 171 (SA FONT). 07570 ARTÀ, Mallorca",FINCA SUEÑO,Artà,ARTÀ,Alta,10/04/2015
ETV/5128,"Polígon 2 Parcel·la 32. 07550 SON SERVERA, Mallorca",CAN CLOVES,Son Servera,SON SERVERA,Alta,16/04/2015
ETV/5129,"Polígon 15 PARCEL·LA 6. 07590 Cala Rajada, CAPDEPERA, Mallorca",ES PINAR,Cala Rajada,CAPDEPERA,Alta,16/04/2015
ETV/513,"POLIGON 46 PARCEL·ES 92, 93, 94 I 95, 07200 FELANITX (Mallorca), Illes Balears",SON TAULER,Felanitx,FELANITX,Alta,12/07/2007
ETV/5130,"Carrer CIRCUIT DEL LLARG 34 EDIFICI 2, S/N. 07440 MURO, Mallorca",CA NA COLOMA,Muro,MURO,Alta,16/04/2015
ETV/5131,"Carrer VERDI, 11. 07639 Cala Pi, LLUCMAJOR, Mallorca",BERNHARD HAFNEV,Cala Pi,LLUCMAJOR,Alta,15/04/2015
ETV/5132,"Carrer ES COLL BAIX, S/N. 07157 ANDRATX, Mallorca",SON LLUC,Andratx,ANDRATX,Alta,15/04/2015
ETV/5133,"Carrer SANT FRANCESC, 3. 07181 Costa DEn Blanes, CALVIÀ, Mallorca",CASA BELLA,Costa DEn Blanes,CALVIÀ,Alta,17/04/2015
ETV/5134,"Carrer VOLTOR, URBANITZACIO GOTMAR, 5. 07470 POLLENÇA, Mallorca",VOLTOR 5,Port De Pollença,POLLENÇA,Alta,10/04/2015
ETV/5135,"Polígon 9, PARCEL.LA 431. 07450 SANTA MARGALIDA, Mallorca",CAN BRIJO,Santa Margalida,SANTA MARGALIDA,Alta,15/04/2015
ETV/5136,"Carrer SATALAIA, 8 lletra A. 07400 Alcanada, ALCÚDIA, Mallorca",VILLA ALCUDIA,Alcanada,ALCÚDIA,Alta,15/04/2015
ETV/5137,"Carrer ES CAMP DES PI-POLÍGON 4, PARCEL·LA 366, S/N. LLUBÍ, Mallorca",CAN TOMEU,Llubí,LLUBÍ,Alta,15/04/2015
ETV/5138,"Carrer SAVINA, 8. 07458 Can Picafort, SANTA MARGALIDA, Mallorca",SAVINA,Can Picafort,SANTA MARGALIDA,Alta,15/04/2015
ETV/5139,"Polígon 5, PARCEL.LA 138. 07519 MARIA DE LA SALUT, Mallorca",RAFAL ROIG,Maria De La Salut,MARIA DE LA SALUT,Alta,17/04/2015
ETV/514,"Carrer LLAMPUDOL ESQUINA C/ ALZINA, S/N. 07560 Coma (La), SANT LLORENÇ DES CARDASSAR, Mallorca",CASA CAROLINA,Coma (La),SANT LLORENÇ DES CARDASSAR,Alta,12/07/2007
ETV/5141,"Carrer ES CARAGOLER, 9 (SA BARCA TRENCADA), S/N. 07691 Portopetro, SANTANYÍ, Mallorca",VILLA JORGE,Portopetro,SANTANYÍ,Alta,21/04/2015
ETV/5142,"Carrer GABRIEL ROCA, 121. 07640 Colònia De Sant Jordi, SES SALINES, Mallorca",SA COLONIA,Colònia De Sant Jordi,SES SALINES,Alta,20/04/2015
ETV/5143,"POLÍGONO 11, PARCELA 432, 07630 CAMPOS (Mallorca), Illes Balears",SON VIQUET,Campos,CAMPOS,Alta,17/04/2015
ETV/5144,"SESCALETA  SN POLIGON 3 PARCELA, 431. -, -",BEL JARDI,Santanyí,SANTANYÍ,Alta,21/04/2015
ETV/5145,"Carrer SERRA, 77. 07580 Cala Mesquida, CAPDEPERA, Mallorca",CASA LEON,Cala Mesquida,CAPDEPERA,Alta,21/04/2015
ETV/5146,"POLÍGONO 1, PARCELA 799 (ES MARROIG), 07109 FORNALUTX (Mallorca), Illes Balears",ELS SEREGAIS,Fornalutx,FORNALUTX,Alta,17/04/2015
ETV/5147,"Via 3ª VUELTA, 102- S/N. 07208 FELANITX, Mallorca",SES CASES NOVES,Felanitx,FELANITX,Alta,17/04/2015
ETV/5148,"Avinguda DEL MAR, 23. 07183 Costa De La Calma, CALVIÀ, Mallorca",CALA BLANCA,Costa De La Calma,CALVIÀ,Alta,20/04/2015
ETV/5149,"Polígon 2 PARCELAS 610 Y 435. 07530 Son Carrió, SANT LLORENÇ DES CARDASSAR, Mallorca",CASA MARCOS,Son Carrió,SANT LLORENÇ DES CARDASSAR,Alta,27/04/2015
ETV/515,"POLIGON 5 PARCEL·LA 233, 07630 CAMPOS (Mallorca), Illes Balears",CAN SANCHEZ,Campos,CAMPOS,Alta,12/07/2007
ETV/5150,"Camí RACO DEN VIVES, 2. 07100 SÓLLER, Mallorca",SA MUNTANYA,Sóller,SÓLLER,Alta,20/04/2015
ETV/5151,"Carrer SOL, 18. 07529 ARIANY, Mallorca",SOL Y CAMPO,Ariany,ARIANY,Alta,20/04/2015
ETV/5153,"Carrer DE LARGELAGA, 4. 07579 Urbanització Betlem, ARTÀ, Mallorca",CASA WOODWARD,Urbanització Betlem,ARTÀ,Alta,24/04/2015
ETV/5154,"Carrer VELL MARÍ, 204. 07589 Font De La Cala, CAPDEPERA, Mallorca",LAS BRISAS,Font De La Cala,CAPDEPERA,Alta,24/04/2015
ETV/5155,"Polígon 1 PARCELA 78 (CAMI SES EUGUES, E). 07100 SÓLLER, Mallorca",CAS TORRENT,Sóller,SÓLLER,Alta,24/04/2015
ETV/5156,"Carrer PERTIONS, 20. 07660 Cala DOr, SANTANYÍ, Mallorca",DAURADA,Cala DOr,SANTANYÍ,Alta,24/04/2015
ETV/5157,"Polígon 2 PARCELA 905. 07519 MARIA DE LA SALUT, Mallorca",LLAMPI,Maria De La Salut,MARIA DE LA SALUT,Alta,24/04/2015
ETV/5158,"Polígon 11 PARCELA 367. 07510 SINEU, Mallorca",SON ALCAINES,Sineu,SINEU,Alta,24/04/2015
ETV/5159,"Carrer BELLAVISTA, 105. 07183 Costa De La Calma, CALVIÀ, Mallorca",VILLA BELLAVISTA,Costa De La Calma,CALVIÀ,Alta,21/04/2015
ETV/516,"POLÍGON 32, PARCEL·LA 11 A FELANITX (Mallorca), Illes Balears",GOLF DOR,Felanitx,FELANITX,Alta,12/07/2007
ETV/5161,"6 , PARCEL.LA 31 (POLÍGONO 9 ES ERROR), 07400 ALCÚDIA (Mallorca), Illes Balears",VILLA EL FIGUERAL,Alcúdia,ALCÚDIA,Alta,22/04/2015
ETV/5162,"Carrer SHORT DEN FERRANDO, 1. 07659 SANTANYÍ, Mallorca",VILLA TORRE AL MAR,Cala Santanyí,SANTANYÍ,Alta,22/04/2015
ETV/5163,"Polígon  50 - PARCELA 177 - URB. SON OLIVER. 07199 Sant Jordi, PALMA, Mallorca",VILLA CAS MARINE,Sant Jordi,PALMA,Alta,22/04/2015
ETV/5164,"Polígon  42 - PARCELA 1027. 07609 LLUCMAJOR, Mallorca",SA FONT BLAVA,Llucmajor,LLUCMAJOR,Alta,22/04/2015
ETV/5165,"Carretera ALARO, S/N. 07340 ALARÓ, Mallorca",VIVIENDA BANYOLS- ALARO,Alaró,ALARÓ,Alta,22/04/2015
ETV/5166,"Carrer SALVA, 3. 07510 SINEU, Mallorca",CASA ESPLAI SINEU,Sineu,SINEU,Alta,22/04/2015
ETV/5167,"Carrer COSTA BRAVA  - URB. MULETA, 57. 07108 Port (El), SÓLLER, Mallorca",BLAU DE LLUNA,Port (El),SÓLLER,Alta,22/04/2015
ETV/5168,"Carrer DE LARGELAGA, 6. 07579 Colònia De Sant Pere, ARTÀ, Mallorca",SA CALETA,Colònia De Sant Pere,ARTÀ,Alta,27/04/2015
ETV/5169,"Carrer FALLA, 16. 07639 Cala Pi, LLUCMAJOR, Mallorca",CAN FONT,Cala Pi,LLUCMAJOR,Alta,29/04/2015
ETV/517,"POLÍGON 2, PARCEL·LA 193, 07460 POLLENÇA (Mallorca), Illes Balears",LOLIVAR,Pollença,POLLENÇA,Alta,04/06/2007
ETV/5170,"Polígon 4, PARC 213. SANTA MARIA DEL CAMÍ, Mallorca",PETIT TORRENTFALS,Santa Maria Del Camí,SANTA MARIA DEL CAMÍ,Alta,28/04/2015
ETV/5171,"Carrer RANDA, 9 lletra A. 07609 LLUCMAJOR, Mallorca",CAN MINU,Bellavista,LLUCMAJOR,Alta,28/04/2015
ETV/5172,"Plaça DEL CARME, 13. 07680 Portocristo, MANACOR, Mallorca",CASA DESIGUAL,Portocristo,MANACOR,Alta,27/04/2015
ETV/5173,"POLÍGONO 14, PARCELA 47 (CAMÍ DE CAN FEMENIA), 07450 SANTA MARGALIDA (Mallorca), Illes Balears",VILLA SANTA EULALIA,Santa Margalida,SANTA MARGALIDA,Alta,27/04/2015
ETV/5174,"Carretera PALMA-VALLDEMOSSA KM. 14,8, S/N. 07170 VALLDEMOSSA, Mallorca",SESTRET,Valldemossa,VALLDEMOSSA,Alta,23/04/2015
ETV/5175,"Polígon 23 - PARCELA 112. 07570 ARTÀ, Mallorca",SA CALOBRA,Artà,ARTÀ,Alta,24/03/2015
ETV/5176,"Carretera MATADERO (POL 7, PARC 17) VALL DEN MARCH, S/N. 07460 POLLENÇA, Mallorca",CAN DIABLE DALT,Pollença,POLLENÇA,Alta,28/04/2015
ETV/5177,"Polígon 2, PARCEL·LA 643. 07518 LLORET DE VISTALEGRE, Mallorca",SON REAL DALT,Lloret De Vistalegre,LLORET DE VISTALEGRE,Alta,23/04/2015
ETV/5178,"Carrer LLEVANT, 25. 07639 Ràpita (La), CAMPOS, Mallorca",VISTAMAR,Ràpita (La),CAMPOS,Alta,23/04/2015
ETV/5179,"Carrer PINSÀ (SOLAR 99), 35. 07470 POLLENÇA, Mallorca",GOTMAR 35,Port De Pollença,POLLENÇA,Alta,28/04/2015
ETV/518,"POLÍGON 31, PARCEL·LA 202. 6ª VOLTA Nº6369, Portocolom (FELANITX) (Mallorca), Illes Balears",EL CAPRICHO,Portocolom,FELANITX,Alta,12/07/2007
ETV/5180,"Carrer STRAUSS, 9 lletra B. 07639 LLUCMAJOR, Mallorca",VALLGOR,Llucmajor,LLUCMAJOR,Alta,29/04/2015
ETV/5181,"Camí SA COSTA, 5. 07179 DEIÀ, Mallorca",CAN LIMON,Deià,DEIÀ,Alta,23/04/2015
ETV/5182,"Polígon 8, PARCEL·LES 375-313. 07420 Pobla (La), SA POBLA, Mallorca",CAN MEL,Pobla (La),SA POBLA,Alta,23/04/2015
ETV/5183,"Carrer MEDICO MAYOL, 1. 07109 FORNALUTX, Mallorca",CAN MURONS,Fornalutx,FORNALUTX,Alta,23/04/2015
ETV/5184,"Carrer CONSTITUCIÓ, 19. 07450 SANTA MARGALIDA, Mallorca",CASA TÍPICA MALLORQUINA ZONA NORTE,Santa Margalida,SANTA MARGALIDA,Alta,23/04/2015
ETV/5185,"Polígon 13, PARCELA 279 (PUIG DEN MORRO, S/N). 07440 MURO, Mallorca",CASA JUDITH,Muro,MURO,Alta,16/04/2015
ETV/5186,"Polígon 16 PARCELA 15. 07630 CAMPOS, Mallorca",SA TORRETA,Campos,CAMPOS,Alta,30/04/2015
ETV/5187,"Carrer SANTA MARGALIDA, 59. 07430 LLUBÍ, Mallorca",CA NA MISSA,Llubí,LLUBÍ,Alta,30/04/2015
ETV/5188,"Carrer FRANCISCUS, POL. 4, 430. 07458 MURO, Mallorca",VIOLETA DEL MAR,Platja De Muro,MURO,Alta,30/04/2015
ETV/5189,"Polígon  15 - PARCELA 144. 07630 CAMPOS, Mallorca",FINCA SANT BLAI NOU,Campos,CAMPOS,Alta,30/04/2015
ETV/519,"Carrer LLOP   URB LA FE, 14. 07200 Portocolom, FELANITX, Mallorca",VILLA LEON,Portocolom,FELANITX,Alta,12/07/2007
ETV/5190,"Polígon 10, PARCEL·LA 222. 07460 POLLENÇA, Mallorca",CAL REI,Pollença,POLLENÇA,Alta,16/04/2015
ETV/5191,"Carrer LLAÜT 10-A, S/N. 07609 Badia Gran, LLUCMAJOR, Mallorca",VILLA HUGO,Badia Gran,LLUCMAJOR,Alta,23/04/2015
ETV/5192,"Carrer DE LA PAU, 52. 07580 CAPDEPERA, Mallorca",VARNA,Capdepera,CAPDEPERA,Alta,23/04/2015
ETV/5193,"Carrer GENOVA, 3. 07141 Cabaneta (La), MARRATXÍ, Mallorca",JAIMA,Cabaneta (La),MARRATXÍ,Alta,23/04/2015
ETV/5194,"Carrer PENYA-SEGAT, 7. 07609 Tolleric, LLUCMAJOR, Mallorca",VILLA GIOIA,Tolleric,LLUCMAJOR,Alta,23/04/2015
ETV/5195,"Carrer AGUILA, 16. 07609 Badia Blava, LLUCMAJOR, Mallorca",CA TOTHOM,Badia Blava,LLUCMAJOR,Alta,23/04/2015
ETV/5196,"Carrer DELS TARONGERS (URB. MONTFERRUTX), 10 pis BXO. 07579 Colònia De Sant Pere, ARTÀ, Mallorca",VILLA MAREM,Colònia De Sant Pere,ARTÀ,Alta,23/04/2015
ETV/5197,"Carrer MITJA LLUNA, 7. 07015 PALMA, Mallorca",LUNA DOR,Sant Agustí,PALMA,Alta,05/05/2015
ETV/5198,"Carrer URBANIZACIÓN SEMPELTADA, 2 lletra A. 07179 DEIÀ, Mallorca",CAN PALMER,Deià,DEIÀ,Alta,06/05/2015
ETV/5199,"Carrer MADRESELVA (URBANIZACIÓN PUNTIRÓ), 5. 07198 Son Ferriol, PALMA, Mallorca",ES PI VELL-    SWEET COUNTRYSIDE HOUSE,Son Ferriol,PALMA,Alta,06/05/2015
ETV/52,"POLÍGON 16, PARCEL·LA 110, 07580 CAPDEPERA (Mallorca), Illes Balears",ANDREU TOUS,Capdepera,CAPDEPERA,Alta,12/03/2007
ETV/520,"POLIGON 34 PARCEL·LA 544, 07500 MANACOR (Mallorca), Illes Balears",CAN SUAU FILASOP,Manacor,MANACOR,Alta,12/07/2007
ETV/5200,"POLÍGONO 29, PARCELA 946 Y 703, 07500 MANACOR (Mallorca), Illes Balears",CAN BUSCO,Manacor,MANACOR,Alta,06/05/2015
ETV/5202,"Carrer BERNARDO DE SANTA EUGENIA, 6. 07015 PALMA, Mallorca",PALMA HOUSE BEACH AND SUN,Palma,PALMA,Alta,07/05/2015
ETV/5203,"Carrer MOLÍ DES COMTE, 75. 07010 Establiments Vell, PALMA, Mallorca",SA DONARDA,Establiments Vell,PALMA,Alta,05/05/2015
ETV/5204,"Carrer SANTA MARGALIDA, 75. 07430 LLUBÍ, Mallorca",SON BARRAQUER,Llubí,LLUBÍ,Alta,04/05/2015
ETV/5205,"Carrer DE CAN SALVADOR, 1. 07316 Moscari, SELVA, Mallorca",CAN SALVADOR,Moscari,SELVA,Alta,04/05/2015
ETV/5206,"Carrer PROGRES, 40. 07420 Pobla (La), SA POBLA, Mallorca",CA SA PADRINA MORA,Pobla (La),SA POBLA,Alta,06/05/2015
ETV/5207,"Camí DES GORG, S/N. 07144 COSTITX, Mallorca",SERISSAL,Costitx,COSTITX,Alta,04/05/2015
ETV/5208,"Carrer DISSEMINAT NORD PARCELA221, S/N. 07109 FORNALUTX, Mallorca",SA MENTA,Fornalutx,FORNALUTX,Alta,04/05/2015
ETV/5209,"POLÍGONO 13, PARCELA 331-332, 07570 ARTÀ (Mallorca), Illes Balears",FINCA ROMANTICA,Artà,ARTÀ,Alta,06/05/2015
ETV/521,"POLIGON 16 PARCEL·LA 33, CTRA VELLA SON SERVERA, ARTA KM 3.200 SON SERVERA (Mallorca), Illes Balears",SON GENER,Son Servera,SON SERVERA,Alta,12/07/2007
